pa_name,season,year,ndvi_mean,evi,savi,vegetation_percent,sensor,day_count,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m,surface_pressure,dewpoint_temperature_2m,runoff_sum,skin_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,sub_surface_runoff_sum,surface_runoff_sum,surface_solar_radiation_downwards_sum,total_evaporation_sum,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
محمية الجزر الشمالية للبحر الاحمر,0,1984,-0.0218718774505139,0.0114548753973835,-0.032806886562948,0.0003869137590111,L5,91,289.96594801869,1.4354270353437335e-05,3.513079942946614,-3.657041201952467,100695.95712485214,280.3894274854834,2.0820006127759216e-08,291.17854439499035,291.4946768903907,292.41402672149326,295.3565339960603,299.448512560573,0.0,2.0886529168803177e-08,16334046.977106228,-0.0004644200805789576,0.0050205219359624,0.000707144702310527,1.5894571940104168e-05,0.0066102278829348
محمية الجزر الشمالية للبحر الاحمر,1,1984,-0.0184617257112481,0.0097660983017619,-0.0276919176897563,6.282691364407851e-05,L5,92,296.33733954176245,8.325094934751535e-06,3.1255027529410127,-4.114699330594804,100034.51832705882,281.2021495478165,1.1651655254156696e-08,299.39919436035524,300.07762060764327,299.1378273756608,297.1076167908268,298.1187940749569,0.0,1.1574045039605404e-08,314441.7093687491,-0.0005743657943178508,0.0048528541113443,0.0005948334788354698,1.5894571940104168e-05,0.0065425275892451
محمية الجزر الشمالية للبحر الاحمر,2,1984,-0.0197570667982396,0.0108712334396107,-0.0296348365719558,0.0002614974987569,L5,92,301.87515158584154,8.41525344557928e-07,4.911840069265179,-6.288436044385468,99581.70155872586,286.420251691975,0.0,305.0928091311801,305.93676070429854,305.233599314943,302.9208702096616,298.90812350701594,0.0,0.0,28054073.1245471,-0.0009032416716724148,3.599314298021543e-09,1.0581984036210652e-06,5.147019446183997e-07,0.0059061076330102
محمية الجزر الشمالية للبحر الاحمر,3,1984,-0.0155440030054707,0.0073962641914372,-0.0233153813113593,0.001520043540555,L5,91,297.9385085309673,5.5217389166393e-06,3.6299731325317217,-4.392540302759852,100194.02315311636,286.42751618270034,7.112848234700633e-09,300.0009310516246,300.5208406203833,301.1325471456525,302.20026488065423,300.29567777193506,0.0,7.148668333724305e-09,242424.8795758387,-0.0006717682936341389,0.00028131223569131746,-6.563781134020241e-22,-5.89386809009972e-21,0.0052066913308969
محمية الجزر الشمالية للبحر الاحمر,0,1985,-0.0232474471280308,0.0117251039241538,-0.0348701757097882,5.1173290478564846e-05,L5,90,290.2056674933728,2.0325161167646766e-05,3.3417844245463235,-3.381613701949884,100592.54974500866,280.0665725331248,3.0212794189099915e-08,291.4020409171965,291.7424525084319,292.7563136654136,295.6876787162121,299.75634243105657,0.0,3.028867973221673e-08,16154907.588425929,-0.00047425474730078816,0.002299377064646,-4.533566000702683e-22,-4.300043811058173e-23,0.004912210099491
محمية الجزر الشمالية للبحر الاحمر,1,1985,-0.0113994310352247,0.0069653416776143,-0.0170986314322338,0.0081370529602896,L5,92,296.5921999406124,1.2858036107289914e-05,2.9066814965959917,-3.8854996225108263,100096.2233196756,281.58174741210576,1.8366625991420468e-08,299.7864245608233,300.459408428358,299.46293849530434,297.42442203143946,298.44587230912737,0.0,1.854884127775828e-08,313074.4535380985,-0.0005417913540124731,0.0069050970284835,-7.997139452367161e-22,-9.553653745529278e-23,0.0048352648382601
محمية الجزر الشمالية للبحر الاحمر,2,1985,-0.0154302351676223,0.0082087986528096,-0.0231447909400928,0.0018969699613133,L5,92,302.9342358469387,1.0871060494697875e-06,4.649029066597206,-5.952661328989527,99562.25035559614,287.15230408498064,0.0,306.17776490409585,307.0289440546635,306.1849245541337,303.52494279198027,299.2918296966,0.0,0.0,27958585.004528984,-0.0008992815343410019,1.2457226785484712e-05,-1.0640194281835044e-21,-9.340772769462438e-21,0.0043568547797087
محمية الجزر الشمالية للبحر الاحمر,3,1985,-0.0231639181750109,0.0124530809897475,-0.0347449672088062,0.0002483824530041,L5,91,297.62431631915007,1.436106833315657e-06,4.076084308717422,-4.906040499353001,100183.87221459096,287.2944367214291,8.050993685320618e-10,299.6679333138378,300.1836747389574,300.8751553569231,302.2402525914603,300.6892531561473,0.0,6.515846584306096e-10,243187.8564695721,-0.0006793998970714954,6.142990056411678e-06,-8.107912927909207e-22,-3.914861286028223e-21,0.0037343510777959
محمية الجزر الشمالية للبحر الاحمر,0,1986,-0.0224137747010718,0.0114469456407092,-0.0336197299667485,3.853438980315626e-05,L5,90,290.4638540950821,0.0002618019452315521,2.996568166032249,-3.210930493290041,100598.19245515046,281.3323292673371,5.198642611503601e-07,291.7256041397283,292.0327219715824,292.73144097740266,295.58227893452585,300.02254174550376,0.0,5.200056842079869e-07,16282355.7,-0.0005764365532538958,0.0265479507269682,0.0318400277031792,-3.790340042880417e-23,0.0034475326538085
محمية الجزر الشمالية للبحر الاحمر,1,1986,-0.0245442902362844,0.0131272911846449,-0.0368154524158832,0.0001171392342396,L5,92,295.88390103630394,1.8137304376196745e-05,3.186315540242312,-4.23036734752609,100079.6007027004,282.55394866501075,2.7001605949540063e-08,299.2464089531829,299.866184570939,299.2032858000861,297.7314987436009,298.66310944073444,0.0,2.7173698164414666e-08,313440.6078138725,-0.0005916698668759478,0.0118668148483055,0.0383027645124905,-6.641738864645621e-23,0.0034411748250325
