pa_name,season,year,ndvi_mean,evi,savi,vegetation_percent,sensor,day_count,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m,surface_pressure,dewpoint_temperature_2m,runoff_sum,skin_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,sub_surface_runoff_sum,surface_runoff_sum,surface_solar_radiation_downwards_sum,total_evaporation_sum,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
محمية وادي دجلة,0,1984,0.0484936807092104,-0.0479881727175334,0.0727395991428837,0.0,L5,91,285.6174751631891,5.278140334216602e-05,0.1396126240857894,-0.4897545761549376,99052.51595399278,276.85794966890234,2.2257586101909267e-07,286.3872598665744,286.5307236736999,288.133489360534,293.0674537604443,296.37518060343507,5.531345711420179e-09,2.175622511927205e-07,14283999.354234004,-5.118907793499072e-05,0.0088064357705785,-2.8394144715976146e-22,0.028091887260557,0.1339525980210669
محمية وادي دجلة,1,1984,0.0439711980855373,-0.046314344204736,0.0659560821272288,0.0012894064542212,L5,92,293.10369270882444,2.98895835205644e-05,-0.2283614840603038,-1.5349119125729629,98464.90572904178,277.3096037691512,1.2650028290346153e-07,296.86133142708707,296.71464933784006,295.6407397620614,293.8677844452432,294.4906074563764,4.27074520789144e-09,1.2202945816547366e-07,25021690.699339107,-5.682753434742961e-05,0.0033199685512194,-6.860834867462634e-22,0.0279609169191716,0.1337463392321106
محمية وادي دجلة,2,1984,0.0511739613618055,-0.0525562480419735,0.0767600324395526,0.0002788400999324,L5,92,298.9184437037937,8.055964457984623e-06,0.8150367680667107,-3.1913357759426524,98186.90217391304,286.03410576879725,3.5561754575470835e-08,304.18228188317147,304.0200310013585,302.7894184087345,298.72074766150934,295.6711022811167,4.287418502066141e-10,3.1688786528604415e-08,27766251.28388747,-6.215176199708144e-05,2.114689461918641e-05,-9.199954785361754e-22,0.0226250302557851,0.1335396819509
محمية وادي دجلة,3,1984,0.045367091536637,-0.0458192789721984,0.0680498067601316,0.0020008059614767,L5,91,294.365239499484,5.881622875870564e-05,-0.4909446367131459,-1.987980685725188,98677.83508245548,284.7404063092663,2.4696724138956495e-07,296.791369492626,296.84792270960406,297.6144077310889,298.5469466449628,297.5199448253234,1.0703888414132646e-09,2.4407514465494775e-07,18515885.41735532,-7.013596910995364e-05,0.0033080514662483,-6.563781134020241e-22,0.0180089258474667,0.1332088695263919
محمية وادي دجلة,0,1985,0.0412800115607359,-0.0406923742185868,0.0619192388663555,0.0010838489035483,L5,90,285.9727637841552,0.00015305196199246867,0.6953864340169237,-0.1658371119197937,98916.5380841291,276.4659888805647,6.404334034015929e-07,286.5490949181949,286.69457873924114,288.2790962331436,293.0892590757548,296.4369630531028,2.5565717734542548e-09,6.365888064203699e-07,13946692.119607843,-0.00015115913161947055,0.0156554431956837,3.509272157756331e-06,0.0179391846417861,0.1329196021967204
محمية وادي دجلة,1,1985,0.0453293498334462,-0.0410609453628501,0.0679932458879445,0.0,L5,92,293.2909082171252,0.00012548584627625998,-0.637133861721223,-1.6419430421339778,98531.26682457756,278.7159425962307,5.249348480988037e-07,297.1102668915868,296.9536358060129,295.7933441932041,293.9210347060149,294.5571786082919,2.6439080762741212e-09,5.215120589946542e-07,25005032.000679348,-0.0001500035112704653,0.008185798249891,1.01832985776363e-05,0.0183516440997241,0.1327043671132353
محمية وادي دجلة,2,1985,0.0503351251168003,-0.0512217947778318,0.0755017919152759,0.0,L5,92,299.8084689637889,9.426582833031982e-06,0.7374950246940999,-2.92025183256833,98146.510679019,286.8324177698101,3.9339446655624666e-08,305.1878917101399,305.00884189548805,303.6145575816877,299.15793741531894,295.872254422457,5.716558002754853e-10,3.743392732137305e-08,27939953.512148336,-6.083793470116756e-05,5.596027553132327e-05,-1.0640194281835044e-21,0.0151443861532902,0.1320785642788131
محمية وادي دجلة,3,1985,0.0416571390547602,-0.0412099512884895,0.0624849333806995,0.0,L5,91,293.974059346369,3.525428554054973e-05,0.0503334407276235,-2.239186104811669,98690.41476614685,284.9766107508654,1.4843367420632997e-07,296.51446213297896,296.573878690411,297.3739443945232,298.6121470601979,297.75342068983497,1.3364810055891161e-09,1.4553676132394489e-07,18271521.192433946,-5.150303237366538e-05,0.0029909375977141,-8.107912927909207e-22,0.0120301270274298,0.1313342729587797
محمية وادي دجلة,0,1986,0.0374255224060384,-0.035942903130633,0.0561375807492927,0.0,L5,90,286.0819600090741,0.000599189809508611,0.4682590737841487,-0.043596717241283,98919.00371774576,279.0487788913037,2.761022035592521e-06,286.8577367271473,287.0556122328981,287.9681517810864,291.67968794006146,296.2737839405833,4.0174699297138286e-10,2.75842407170464e-06,13982660.858169934,-0.0003692713334815565,0.0525837813067799,0.0779753894847462,0.0120598552014053,0.1310061891094532
محمية وادي دجلة,1,1986,0.0416095986204355,-0.0407024093876382,0.062413636235463,0.0002690935208809,L5,92,292.4117552045056,0.000120117928599628,-0.0106093414502578,-1.891241443279149,98515.05815521264,279.8349947234249,5.020233600035958e-07,296.41113001367324,296.241557690392,295.58233221067087,294.0885144373543,294.0703757990149,0.0,4.996414608357812e-07,24477233.12828684,-0.00013205758921201806,0.0100755167129399,0.0946213745806629,0.0128780102384263,0.1307976977599551
محمية وادي دجلة,2,1986,0.0466135150273299,-0.0471372998764508,0.0699194484862677,0.0,L5,92,300.02985718549064,5.959463304749605e-06,0.4331906559064868,-3.017967781498202,98183.7522832248,286.91905295574446,2.4600254605188395e-08,305.51361034227455,305.2650537446129,304.1458669428324,300.73657874703304,296.12045749963505,0.0,2.2642333489244856e-08,27951152.80242967,-6.081823907468631e-05,8.18629398980104e-05,0.0808906392571464,0.0136104959356205,0.1305889225575218
محمية وادي دجلة,3,1986,0.0377086164020398,-0.0363627190464017,0.0565622408143112,0.0,L5,91,294.1635977266883,0.0001565014700587736,0.1584141300916928,-2.072424524484382,98699.3599095738,285.2508145607486,6.540136022882148e-07,296.80282978517334,296.9311555066363,297.76658782309624,299.5491110064608,298.6676060492252,0.0,6.507699267665417e-07,17812685.048172876,-0.00015677243643322914,0.0121532451281951,0.0644385340500946,0.014197995194688,0.1303851200162118
محمية وادي دجلة,0,1987,0.0363061228516418,-0.0343558445733229,0.0544584677265111,0.0,L4,90,285.7526421133469,8.30270972175714e-05,0.908466328670776,0.2489688455409215,99060.1930543854,276.8723086255308,3.4778628473967505e-07,286.77803475747703,286.9369827399327,288.1084207792427,291.9082748321667,296.7070403695366,0.0,3.4440187067767373e-07,14272031.683006536,-8.582422856752778e-05,0.0120761218933238,0.0633490487640979,0.0147420760593123,0.1301861430564996
محمية وادي دجلة,1,1987,0.0439110699243277,-0.0431809502743079,0.0658658418570472,0.0,L5,92,291.1051523907003,0.00012437643172629972,-0.0021950347699981,-1.5081014776473762,98622.3163373578,278.1274599655002,5.214453658179554e-07,295.1123371847857,294.96883205379675,294.247885990224,293.19249443873724,294.2626497438597,0.0,5.169221392982756e-07,24961071.813382745,-0.00014694059735683302,0.0085635616143138,0.0622498625278066,0.0152818922903023,0.129986729463348
محمية وادي دجلة,2,1987,0.0447806687903739,-0.045120876225978,0.0671702246326127,0.0,L5,92,299.71963961390685,6.754984566720401e-06,0.5978954238761518,-3.1151536592589624,98200.54248827376,287.3573336694755,2.8106410180211367e-08,305.18538257634634,304.99851557787724,303.6709123190305,299.31217910688554,295.5816509949277,0.0,2.6441462661909023e-08,27851695.251278773,-6.10374500188986e-05,1.8363921741898608e-05,0.0455735288719183,0.0158110081590553,0.1297898020179274
محمية وادي دجلة,3,1987,0.0361012530855253,-0.0345681516867763,0.0541512355651434,0.0,L5,91,293.9862151681233,2.18001689137852e-05,-0.0554648040826144,-2.242566367388542,98669.83039207272,284.8509813299264,9.12948970880983e-08,296.60636434532444,296.6673803343853,297.49627012241706,298.74379034192367,297.71575083462386,3.6121108259165296e-11,8.924081006509379e-08,18773463.89989698,-3.811571856631952e-05,0.002189806991804,0.0279521792131722,0.0163186904917089,0.1295969812450314
