pa_name,season,year,ndvi_mean,evi,savi,vegetation_percent,sensor,day_count,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m,surface_pressure,dewpoint_temperature_2m,runoff_sum,skin_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,sub_surface_runoff_sum,surface_runoff_sum,surface_solar_radiation_downwards_sum,total_evaporation_sum,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
محمية سيوة - القطاع الاوسط الجنوبي,0,1984,0.0612145452332995,-0.0720189503954055,0.0918209866682821,4.997729436229655e-05,L5,91,284.5117921604875,1.400633365237596e-05,0.8495910865328011,-0.0893859670935581,101760.72240746308,276.5367308129205,1.1661113836826424e-08,285.0648295501969,285.17467072626226,285.97279217652886,288.42426719730736,291.9115573297733,0.0,1.1624725164802376e-08,15767427.257045178,-0.0009639984212351806,0.0126913180135836,0.0521746148003472,0.0370215521918402,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,1,1984,0.0569895953743141,-0.0696123995864816,0.0854836170986591,3.967069280120037e-06,L5,92,294.13263182276114,0.00010023430751242568,-0.882746276135606,-0.5577014745529533,101011.49794700142,277.6836209562857,9.10140609971567e-08,295.17379651974176,295.25222706553626,294.4788313990668,292.9020444240663,293.84579758958927,0.0,9.0860010345201e-08,25525130.78375513,-0.0022950932925234,0.0189831451133445,0.0521818700965476,0.0370215521918402,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,2,1984,0.058842460591828,-0.07202008061654,0.0882628826050997,9.52096627228809e-06,L5,92,300.35242925914207,8.500398824613499e-07,-0.1901230737686924,-3.176266562902217,100902.986327496,284.71310154431114,0.0,302.0187075549201,302.1403685007388,301.6304868802241,299.8985584112219,296.8944537183665,0.0,0.0,28477420.237584542,-0.0029422906122129,0.0090707432167925,0.0521746148003472,0.0370215521918402,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,3,1984,0.0575260948167255,-0.0693461063828503,0.0862883434281394,6.082839562850722e-05,L5,91,294.9604767649631,3.1735159592133623e-06,-0.0138702760986744,-1.0407832456848027,101332.0626867194,284.54578415997594,1.8689221951551056e-09,296.11440503460057,296.2421318460665,296.75634412086254,297.708301049288,296.4074402829249,0.0,1.9060386406196347e-09,19288017.184945643,-0.0017366225758205,0.0090425527197683,0.0521746148003472,0.0370215521918402,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,0,1985,0.0531627247286848,-0.0630654890158858,0.0797433363475638,6.188628076987259e-05,L5,90,285.9319228298046,0.0001224098491821011,0.8881210869329949,-0.090477975711901,101601.81233310026,277.9801946380992,1.1089701711395641e-07,286.4339165602005,286.5389034070302,287.20729494871915,289.271041386357,292.3677862309899,0.0,1.1110011442207997e-07,15122882.854024692,-0.0010808280842539,0.0204472207905333,0.052182311477975,0.0370215521918402,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,1,1985,0.051995460403735,-0.0446722116457911,0.0779924942482184,1.586827712048015e-06,L5,92,294.52122592566667,4.211526011616281e-05,-0.8698690582415909,-0.5107408044418851,101084.68174056934,278.5673099407559,3.8638638989361015e-08,295.5906640738336,295.664604355141,294.9598159934703,293.5183770869587,294.25443164896086,0.0,3.8767494441230524e-08,25146309.607490946,-0.0022370853437479,0.0211235310528397,0.0521823449680002,0.0370215521918402,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,2,1985,0.0596622867582194,-0.0722777706754822,0.0894925996833165,3.17365542409603e-05,L5,92,301.48170358921976,1.1452292164801088e-06,0.0437968966273677,-2.6294068265287582,100799.3218753224,284.87915830526185,0.0,303.11563754682186,303.2306467121695,302.612401487071,300.68170803533843,297.4950221070307,0.0,0.0,28397068.30299517,-0.0030180238919773,0.0091354457038228,0.0521746148003472,0.0370215521918402,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,3,1985,0.0556846503119415,-0.0667609406234219,0.0835261958752539,7.669667274898739e-05,L5,91,293.87072103494927,3.855761819230629e-05,0.181551135128768,-1.5334931171799169,101387.55030105314,284.008206661816,3.314716912014581e-08,295.09160685643656,295.2288349757429,295.8442427697996,297.1383790983357,296.2237281330748,0.0,3.324760185493218e-08,19277668.786633477,-0.0016962018015001,0.0132082078162858,0.0521746148003472,0.0370215521918402,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,0,1986,0.0525353121435112,-0.0614655171028491,0.0788022314822575,0.0001110779398433,L5,90,285.90142542006254,0.0003266228058245914,1.0743603864108586,0.0419019664619194,101592.69411165768,278.80379880953814,3.639923201666938e-07,286.403894015528,286.51536122643125,286.95624874906184,288.8621568092064,292.4690870192728,0.0,3.638079872837774e-07,14753105.565234568,-0.0010241349426868,0.0374662702270005,0.0769963796796131,0.0370232064831894,0.006641370985243
محمية سيوة - القطاع الاوسط الجنوبي,1,1986,0.0534999271819393,-0.0625332784099271,0.0802491474294893,0.00044133723527,L5,92,293.6167347696092,2.212410168520494e-05,-0.5818441821027684,-1.1533001195251849,101144.63874102068,278.8265191711819,1.94586129580143e-08,295.28241828399393,295.35351576376644,294.84589385098684,293.69708424274853,294.23063816288624,0.0,1.964325778150328e-08,25574055.83738602,-0.0022978075999082,0.0205513937576957,0.0828238726814012,0.0370278396852158,0.006641370985243
