pa_name,season,year,ndvi_mean,evi,savi,vegetation_percent,sensor,day_count,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m,surface_pressure,dewpoint_temperature_2m,runoff_sum,skin_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,sub_surface_runoff_sum,surface_runoff_sum,surface_solar_radiation_downwards_sum,total_evaporation_sum,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
محمية وادي الاسيوطي,0,1984,0.0600939688800009,-0.058990879691874,0.0901399105262254,0.0022947858775615,L5,91,286.31332518410795,1.2983339643537335e-05,0.5189630712801946,-1.9417207316712937,99919.96902207156,274.05991059769684,5.0408042607452455e-08,286.25945382264854,286.4097379123406,287.88789192019027,292.5307395812224,296.69337638856933,0.0,5.0733636597249025e-08,16680551.192179916,-2.0998416322364608e-05,0.0036421199908745,-2.8394144715976146e-22,-7.299383540339917e-23,0.0689231882469852
محمية وادي الاسيوطي,1,1984,0.0629394001414311,-0.0682664653431384,0.0944080662813815,0.0022322838218644,L5,92,296.457770226578,1.7836787420613695e-05,0.4237762996653816,-2.401998486569484,99236.3302291186,271.9080957648004,7.001398728277132e-08,298.3023540252864,298.1653101718261,296.778219364129,294.102889294491,295.0869855850203,0.0,7.049895303193914e-08,26511384.851304844,-5.155136781444263e-05,0.0032615730727928,-6.860834867462634e-22,-8.999500801646275e-23,0.0683381637017816
محمية وادي الاسيوطي,2,1984,0.0638545975620772,-0.0693981778187791,0.0957808486889539,0.0021668709139281,L5,92,301.9489859886993,8.41525344557928e-07,1.421809848818588,-4.363141286572022,98913.45255097742,281.26502358684417,8.098457170569377e-10,304.36780785164285,304.2879200875256,303.31697203295784,299.9120438736135,295.9970591777819,0.0,8.098457170569377e-10,28506916.820020225,-5.948895089897065e-05,-9.292795458216096e-21,-9.199954785361754e-22,-9.501847429274087e-21,0.066149712251741
محمية وادي الاسيوطي,3,1984,0.0594734631871168,-0.0631870963277887,0.0892091903974475,0.0024294061444751,L5,91,296.4407264752692,7.37608411654654e-06,0.6848867119186245,-2.7792822752182507,99435.89603344588,280.09807440340745,2.687768865478578e-08,297.2466152177188,297.3443561948455,298.1787962813995,299.429380630531,297.53600658530814,0.0,2.786018279943508e-08,20545553.731226128,-3.90101223232007e-05,0.0005441900919949909,-6.563781134020241e-22,-5.89386809009972e-21,0.0640151956254228
محمية وادي الاسيوطي,0,1985,0.0570470687279784,-0.0600242050815791,0.0855696054714057,0.0052086819522166,L5,90,287.3066063474316,5.019180923401231e-06,0.7118579183746063,-1.7871235939472732,99809.98487030472,274.3137517214437,1.7401052383797423e-08,287.2839679640804,287.42574238641635,288.82220940487235,292.9542648644,296.95526635566733,0.0,1.7486724434588922e-08,16463392.039018087,-2.0737158139392696e-05,0.0014466530490188,-4.533566000702683e-22,-4.300043811058173e-23,0.063319640196571
محمية وادي الاسيوطي,1,1985,0.0602122578536798,-0.0549871577172995,0.0903174005063808,0.0021305222006858,L5,92,296.67108578178915,3.219844530802764e-05,0.383597328269526,-2.3438532600749973,99286.59665553672,273.6692772925723,1.288021945736406e-07,298.7095830875252,298.57317999102764,297.19998449438697,294.5621583031852,295.54183781038523,0.0,1.288794124210809e-07,26195825.80527996,-6.086429704877165e-05,0.0053556076315946,-7.997139452367161e-22,-9.553653745529278e-23,0.0627025198285572
محمية وادي الاسيوطي,2,1985,0.0650836265691513,-0.0700319841939935,0.097624350547042,0.0036982422028242,L5,92,303.1083069048548,1.0871060494697875e-06,1.3355222899462986,-3.869617468114649,98883.81721606124,281.423888388249,1.457722290702488e-09,305.53205745020097,305.43495929928224,304.3040308841439,300.664107409639,296.4510158100714,0.0,1.7006760058195692e-09,28456724.819009103,-6.373870057968237e-05,-9.85241036695262e-21,-1.0640194281835044e-21,-9.340772769462438e-21,0.0605883091276327
محمية وادي الاسيوطي,3,1985,0.0530761064833646,-0.0538114608278013,0.0796132858870552,0.0025220466027739,L5,91,295.85454267204,1.131194488068337e-06,0.8476520095654262,-3.2927170708269062,99447.90881157364,281.7608176896819,2.371504761939337e-09,296.83419544386675,296.9418362023548,297.86331545862834,299.51028671641603,297.89879525403404,0.0,2.944626346318093e-09,20443386.131746344,-3.553863491985825e-05,1.462316866454666e-07,-8.107912927909207e-22,-3.914861286028223e-21,0.0585199194086888
محمية وادي الاسيوطي,0,1986,0.0553249455483829,-0.0575454505840879,0.0829864498480539,0.0052668398934042,L5,90,287.17307482973246,0.00016571920900130128,0.5455331296883812,-1.695047940877262,99811.24896556714,276.14430728882786,6.879484930703807e-07,287.0841243067043,287.2322311813723,288.2592923684331,292.801497303998,297.262470980208,0.0,6.886069164719693e-07,16379237.1873385,-0.00015491485193814574,0.0271242495757767,0.0029212430876765,-3.790340042880417e-23,0.0577598160243465
محمية وادي الاسيوطي,1,1986,0.0606973156150972,-0.0642788383841593,0.0910449460182269,0.0045160173264563,L5,92,295.3252227445384,1.357690980638216e-05,0.8843310459679856,-2.508510812207991,99303.4421862328,275.13488709745815,5.2400784617849255e-08,297.49980365575107,297.4036248971766,296.3847570989845,294.4255719165588,295.7880240169727,0.0,5.3050544553627514e-08,26323997.687764637,-4.6510686316311786e-05,0.0049856200055879,0.0019873499187267,-6.641738864645621e-23,0.0576637489529703
محمية وادي الاسيوطي,2,1986,0.0582081817748179,-0.0616784031328419,0.087311300569025,0.0034383814101214,L5,92,303.2992667995964,8.722530820138707e-07,1.0665364407372069,-3.978558754153553,98911.35255502583,281.2103490019473,9.718148604683254e-10,305.6493683594182,305.5343906396481,304.23469759745365,300.25980202983743,296.3880550264307,0.0,1.2147685755854068e-09,28403432.62360971,-6.430363494439543e-05,-1.0048760737380183e-20,-8.714399405791226e-22,-4.427755316826889e-21,0.0558460071346436
محمية وادي الاسيوطي,3,1986,0.0458872422971281,-0.0462723559017388,0.0688300959990707,0.0026467625841239,L5,91,296.1015814386281,2.8306090223356363e-06,0.8048490207476975,-3.109015142098128,99483.4585450924,281.5004846706272,9.15852099954092e-09,297.2002910217889,297.3192602219821,298.3459094538478,300.03576022244897,297.82520466856573,0.0,9.569797618231324e-09,20145888.10232119,-3.774688297579455e-05,4.360417672220736e-05,-1.017897960339521e-21,-2.71612106584646e-22,0.0536571425995151
محمية وادي الاسيوطي,0,1987,0.0478529714771974,-0.0471355491515853,0.0717786482756181,0.0043282939536397,L4,90,286.4917714177279,2.95779651354655e-06,0.569107132159257,-1.4881954431636495,99979.05645149492,274.2804672530353,8.684643171246355e-09,286.367632758792,286.4997744296564,287.9107792986559,292.3087403878171,297.23024882859545,0.0,9.678053917502864e-09,16879954.25865633,-2.0975420896435585e-05,1.094556902114119e-05,-6.193313532078316e-22,-3.850983240648515e-23,0.0527614238650299
محمية وادي الاسيوطي,1,1987,0.0492320714201854,-0.0461645258313954,0.0738472630095352,0.003851704697025,L5,92,294.77539156404936,2.5966064295919454e-05,0.7433734904305482,-2.4188771650853043,99405.31500994992,274.3219892306082,1.0282592235850613e-07,297.0194601506386,296.8984924619513,295.68389687411184,293.630049833112,295.70643278433084,0.0,1.0291255701660989e-07,26412055.472589903,-5.181681664229283e-05,0.0047360834225203,-7.346058482856712e-22,-7.318725568024915e-23,0.0521303294361501
محمية وادي الاسيوطي,2,1987,0.0579331417405136,-0.061636387477329,0.086898751390985,0.0043311412695104,L5,92,303.1965109259744,8.314109434924495e-07,1.3110137880953383,-4.080084280199101,98921.1665013143,281.8511400544207,8.098457170569377e-10,305.5970388386118,305.5025480856668,304.38110199527466,300.5491000227868,296.2013850152632,0.0,1.2957531472911003e-09,28316862.17138524,-6.375609860822363e-05,-9.944481943089303e-21,-9.286490727982614e-22,-3.5611231621519e-21,0.0500992505607437
محمية وادي الاسيوطي,3,1987,0.055198443507959,-0.0579696082376552,0.0827967328600737,0.0043151951185628,L5,91,295.81426879329734,8.487654318572707e-07,0.8167911814469395,-3.2461352817995395,99451.66966432008,280.8843915602836,9.82494144649296e-10,296.66777933235926,296.7910196501084,297.86154530618853,299.89183207238204,297.6055565297943,0.0,1.883113777244484e-09,20689548.60396036,-3.776639160135352e-05,4.191975017169277e-08,-6.922036026205859e-22,-1.1343433244187886e-21,0.0478644527419379
محمية وادي الاسيوطي,0,1988,0.049230762211019,-0.0498103475315228,0.0738452936263532,0.0046797195191437,L5,91,286.76917685718246,4.396093122777145e-05,0.8553851981292602,-1.629205190543371,99894.72236417138,276.6986476083521,1.7694034084102673e-07,286.8897761902132,287.01833582903384,288.28682395300734,292.48063656808324,297.1155224242886,0.0,1.778409604736219e-07,15871967.967032967,-4.253840540913465e-05,0.0118424541266389,-3.7626727907549705e-22,-3.118667851953986e-23,0.0470937220645485
محمية وادي الاسيوطي,1,1988,0.0336372690192853,-0.030360243829563,0.0504553059659461,0.0023197793118904,L5,92,297.1653457742209,2.417200298723436e-06,0.4963618504366249,-2.467792686043583,99309.18980148002,274.8896155696467,6.676518760388011e-09,299.3367988400318,299.194978113724,297.73387186270924,294.4565347945364,295.8021892482357,0.0,7.891287335973418e-09,26721199.60051015,-5.0377641466452807e-05,0.0024349435556204,-7.859805477095736e-22,-6.174486702413464e-23,0.046559497568396
محمية وادي الاسيوطي,2,1988,0.0551568715543055,-0.0575620005518747,0.0827343967423436,0.005565460826179,L5,92,304.40568914966303,9.800278316024238e-07,0.928417059701824,-3.5428591875122746,98795.59069095991,280.8160710501922,4.859074302341627e-10,306.891672919646,306.7889338746632,305.61749430123825,301.7648073263267,296.5864210344141,0.0,9.718148604683254e-10,28311004.138270985,-7.013228914490454e-05,-9.444221903482108e-21,-9.34476639750234e-22,-9.147160084207058e-21,0.0438713427943174
محمية وادي الاسيوطي,3,1988,0.0558338142911749,-0.0589792784764167,0.0837497754733348,0.0047035101952377,L4,91,295.1938158900157,8.218662593073212e-07,0.7494684552423329,-3.280700008054134,99486.93121889544,279.98891176544987,9.82494144649296e-10,296.0643890362011,296.21863797840405,297.6019612959067,300.34396537880195,298.0584216960723,0.0,1.473741216973944e-09,20728559.48350881,-3.76723323054488e-05,4.882513537439686e-08,-7.128741722874482e-22,-3.914849966375427e-21,0.041521079049361
محمية وادي الاسيوطي,0,1989,0.0526352646341326,-0.0546414997362952,0.0789519851509445,0.00549729221295,L4,90,285.089283036159,7.61438783943274e-05,0.9128780415405188,-2.332829367169833,100089.68241182332,274.7275037425434,3.087524449794484e-07,285.27056296099687,285.4083643155094,286.8444424759818,291.70791879846144,297.43344957497897,0.0,3.0958221248262e-07,16164151.00620155,-7.485787790913607e-05,0.0137188600117948,-3.6549757137956817e-22,-2.75438993348162e-23,0.0408020500886245
محمية وادي الاسيوطي,1,1989,0.0569823832998526,-0.0543058736215957,0.0854726398017442,0.0045332312495975,L5,92,296.9800903209741,8.206528305328017e-06,0.3527440587639367,-2.459703380456065,99300.46222394911,273.1454850390658,3.1638600467068606e-08,299.0091652871785,298.85052553941244,297.2564887065135,293.7726733486058,295.8470331667087,0.0,3.1879670820052995e-08,26543005.95756841,-5.144621511587932e-05,0.0036851054777551,-7.559680814815119e-22,-6.946228941933938e-23,0.0403650382330894
محمية وادي الاسيوطي,2,1989,0.0565641041322426,-0.0602559099833272,0.0848452149419502,0.0050332181433745,L5,92,303.4339214922163,8.979256445415644e-07,0.9405776544536534,-4.207878878562989,98948.93391902396,280.1294189023376,4.859074302341627e-10,305.6757435265076,305.5880932629531,304.5662417149842,301.18954770959607,296.4635876493901,0.0,8.908302887626317e-10,28602094.020728007,-6.580811275943316e-05,-9.7549558470136e-21,-9.247575531672308e-22,-1.4930748505993814e-20,0.0378785625145336
محمية وادي الاسيوطي,3,1989,0.0431691382107161,-0.0447291055763337,0.0647529347327665,0.0042789084640992,L5,91,296.24216681601536,1.0270057409154198e-06,0.7173661349000288,-3.404745342916501,99448.23938459335,280.8286809142176,1.7155566362965421e-09,297.0726950908907,297.2023403253188,298.32703277587257,300.3378229242785,297.77750998959334,0.0,2.290582279095161e-09,20563191.154262435,-3.953976913669699e-05,1.4631292647138028e-07,-6.513007236007862e-22,-4.758666356093016e-21,0.0356118881130697
محمية وادي الاسيوطي,0,1990,0.0533438561010267,-0.0557300997792496,0.080014835144509,0.0095502077240306,L5,90,286.1004917542345,1.7632031839937706e-05,0.7584221349206082,-1.9534813780295863,99943.41961851816,276.0361135767001,7.026648336602739e-08,286.15106526291856,286.3058520557755,287.79657781536883,292.2932867079742,297.349006856874,0.0,7.010476533756702e-08,16484699.869767442,-2.175491671402787e-05,0.0009998777424026213,-1.908419863410544e-22,-2.196039951223504e-23,0.0346621464902629
